Name,Lat,Lon,Cluster
GP_4193,46.0,127.75,8
GP_4194,46.0,128.0,8
GP_4195,46.0,128.25,8
GP_4196,46.0,128.5,8
GP_4197,46.0,128.75,8
GP_4198,46.0,129.0,8
GP_4199,46.0,129.25,8
GP_42,42.5,-122.25,10
GP_420,46.25,-111.75,10
GP_4200,46.0,129.75,8
GP_4201,46.0,130.0,8
GP_4202,46.0,130.25,8
GP_4203,46.0,130.5,8
GP_4204,46.0,130.75,8
GP_4205,46.0,131.0,8
GP_4206,46.0,131.25,2
GP_4207,46.0,131.5,2
GP_4208,46.0,131.75,2
GP_4209,46.0,132.0,2
GP_421,43.75,-114.5,10
GP_4210,46.0,132.25,2
GP_4211,46.0,132.5,2
GP_4212,46.0,132.75,2
GP_4213,46.0,133.0,2
GP_4214,46.0,133.25,2
GP_4215,46.0,133.5,2
GP_4216,45.75,82.5,1
GP_4217,45.75,82.75,1
GP_4218,45.75,83.0,1
GP_4219,45.75,83.25,1
GP_422,47.0,-114.0,10
GP_4220,45.75,83.5,1
GP_4221,45.75,83.75,1
GP_4222,45.75,84.0,1
GP_4223,45.75,84.25,1
GP_4224,45.75,84.5,1
GP_4225,45.75,84.75,1
GP_4226,45.75,85.0,4
GP_4227,45.75,85.5,4
GP_4228,45.75,85.75,4
GP_4229,45.75,86.0,4
GP_423,46.75,-112.5,10
GP_4230,45.75,86.25,4
GP_4231,45.75,86.5,4
GP_4232,45.75,86.75,4
GP_4233,45.75,87.0,4
GP_4234,45.75,87.25,4
GP_4235,45.75,87.5,4
GP_4236,45.75,87.75,4
GP_4237,45.75,88.0,4
GP_4238,45.75,88.25,4
GP_4239,45.75,88.5,4
GP_424,37.5,-108.0,12
GP_4240,45.75,88.75,4
GP_4241,45.75,89.0,4
GP_4242,45.75,89.25,4
GP_4243,45.75,89.5,4
GP_4244,45.75,89.75,4
GP_4245,45.75,90.0,4
GP_4246,45.75,90.25,4
GP_4247,45.75,90.5,4
GP_4248,45.75,116.25,8
GP_4249,45.75,116.5,8
GP_425,37.5,-108.25,12
GP_4250,45.75,117.0,8
GP_4251,45.75,117.25,8
GP_4252,45.75,117.5,8
GP_4253,45.75,117.75,8
GP_4254,45.75,118.0,8
GP_4255,45.75,118.25,8
GP_4256,45.75,118.5,8
GP_4257,45.75,118.75,8
GP_4258,45.75,119.0,8
GP_4259,45.75,119.25,8
GP_426,37.5,-112.25,10
GP_4260,45.75,119.5,8
GP_4261,45.75,119.75,8
GP_4262,45.75,120.0,8
GP_4263,45.75,120.25,8
GP_4264,45.75,120.5,8
GP_4265,45.75,120.75,8
GP_4266,45.75,121.0,8
GP_4267,45.75,121.25,8
GP_4268,45.75,121.5,8
GP_4269,45.75,121.75,8
GP_427,47.75,-121.75,10
GP_4270,45.75,122.0,8
GP_4271,45.75,122.25,8
GP_4272,45.75,122.5,8
GP_4273,45.75,122.75,8
GP_4274,45.75,123.0,8
GP_4275,45.75,123.5,8
GP_4276,45.75,123.75,8
GP_4277,45.75,124.25,8
GP_4278,45.75,124.5,8
GP_4279,45.75,124.75,8
GP_428,48.75,-121.75,10
GP_4280,45.75,125.0,8
GP_4281,45.75,125.25,8
GP_4282,45.75,125.5,8
GP_4283,45.75,125.75,8
GP_4284,45.75,126.0,8
GP_4285,45.75,126.25,8
GP_4286,45.75,126.5,8
GP_4287,45.75,126.75,8
GP_4288,45.75,127.0,8
GP_4289,45.75,127.25,8
GP_429,48.75,-122.0,10
GP_4290,45.75,127.5,8
GP_4291,45.75,127.75,8
GP_4292,45.75,128.0,8
GP_4293,45.75,128.25,8
GP_4294,45.75,128.5,8
GP_4295,45.75,128.75,8
GP_4296,45.75,129.0,8
GP_4297,45.75,129.25,8
GP_4298,45.75,129.75,8
GP_4299,45.75,130.0,8
GP_43,39.75,-107.25,12
GP_430,47.75,-121.5,10
GP_4300,45.75,130.25,8
GP_4301,45.75,130.5,8
GP_4302,45.75,130.75,8
GP_4303,45.75,131.0,8
GP_4304,45.75,131.25,2
GP_4305,45.75,131.5,2
GP_4306,45.75,131.75,2
GP_4307,45.75,132.0,2
GP_4308,45.75,132.25,2
GP_4309,45.75,132.5,2
GP_431,40.25,-106.5,12
GP_4310,45.75,132.75,2
GP_4311,45.75,133.0,2
GP_4312,45.75,133.25,2
GP_4313,45.5,82.5,4
GP_4314,45.5,82.75,4
GP_4315,45.5,83.0,4
GP_4316,45.5,83.25,4
GP_4317,45.5,83.5,4
GP_4318,45.5,83.75,4
GP_4319,45.5,84.0,4
GP_432,37.75,-105.5,12
GP_4320,45.5,84.25,4
GP_4321,45.5,84.5,4
GP_4322,45.5,84.75,4
GP_4323,45.5,85.0,4
GP_4324,45.5,85.5,4
GP_4325,45.5,85.75,4
GP_4326,45.5,86.0,4
GP_4327,45.5,86.25,4
GP_4328,45.5,86.5,4
GP_4329,45.5,86.75,4
GP_433,44.75,-113.75,10
GP_4330,45.5,87.0,4
GP_4331,45.5,87.25,4
GP_4332,45.5,87.5,4
GP_4333,45.5,87.75,4
GP_4334,45.5,88.0,4
GP_4335,45.5,88.25,4
GP_4336,45.5,88.5,4
GP_4337,45.5,88.75,4
GP_4338,45.5,89.0,4
GP_4339,45.5,89.25,4
GP_434,48.25,-109.75,11
GP_4340,45.5,89.5,4
GP_4341,45.5,89.75,4
GP_4342,45.5,90.0,4
GP_4343,45.5,90.25,4
GP_4344,45.5,90.5,4
GP_4345,45.5,115.75,8
GP_4346,45.5,116.0,8
GP_4347,45.5,116.25,8
GP_4348,45.5,116.5,8
GP_4349,45.5,117.0,8
GP_435,49.0,-115.75,10
GP_4350,45.5,117.25,8
GP_4351,45.5,117.5,8
GP_4352,45.5,117.75,8
GP_4353,45.5,118.0,8
GP_4354,45.5,118.25,8
GP_4355,45.5,118.5,8
GP_4356,45.5,118.75,8
GP_4357,45.5,119.0,8
GP_4358,45.5,119.25,8
GP_4359,45.5,119.5,8
GP_436,46.75,-110.25,10
GP_4360,45.5,119.75,8
GP_4361,45.5,120.0,8
GP_4362,45.5,120.25,8
GP_4363,45.5,120.5,8
GP_4364,45.5,120.75,8
GP_4365,45.5,121.0,8
GP_4366,45.5,121.25,8
GP_4367,45.5,121.5,8
GP_4368,45.5,121.75,8
GP_4369,45.5,122.0,8
GP_437,44.25,-103.75,11
GP_4370,45.5,122.25,8
GP_4371,45.5,122.5,8
GP_4372,45.5,122.75,8
GP_4373,45.5,123.0,8
GP_4374,45.5,123.5,8
GP_4375,45.5,123.75,8
GP_4376,45.5,124.0,8
GP_4377,45.5,124.25,8
GP_4378,45.5,124.5,8
GP_4379,45.5,124.75,8
GP_438,35.75,-105.75,12
GP_4380,45.5,125.0,8
GP_4381,45.5,125.25,8
GP_4382,45.5,125.5,8
GP_4383,45.5,125.75,8
GP_4384,45.5,126.0,8
GP_4385,45.5,126.25,8
GP_4386,45.5,126.5,8
GP_4387,45.5,126.75,8
GP_4388,45.5,127.0,8
GP_4389,45.5,127.25,8
GP_439,42.5,-109.0,10
GP_4390,45.5,127.5,8
GP_4391,45.5,127.75,8
GP_4392,45.5,128.0,8
GP_4393,45.5,128.25,8
GP_4394,45.5,128.5,8
GP_4395,45.5,128.75,8
GP_4396,45.5,129.0,8
GP_4397,45.5,129.25,8
GP_4398,45.5,129.75,8
GP_4399,45.5,130.0,8
GP_44,47.75,-114.0,10
GP_440,44.75,-111.0,10
GP_4400,45.5,130.25,8
GP_4401,45.5,130.5,8
GP_4402,45.5,130.75,8
GP_4403,45.5,131.0,8
GP_4404,45.5,131.25,2
GP_4405,45.5,131.5,2
GP_4406,45.5,131.75,2
GP_4407,45.5,132.0,2
GP_4408,45.5,132.25,2
GP_4409,45.5,132.5,2
GP_441,43.75,-113.75,10
GP_4410,45.5,132.75,2
GP_4411,45.5,133.0,2
GP_4412,45.5,133.25,2
GP_4413,45.25,81.5,4
GP_4414,45.25,81.75,4
GP_4415,45.25,82.0,4
GP_4416,45.25,82.5,4
GP_4417,45.25,82.75,4
GP_4418,45.25,83.0,4
GP_4419,45.25,83.25,4
GP_442,35.25,-111.75,10
GP_4420,45.25,83.5,4
GP_4421,45.25,83.75,4
GP_4422,45.25,84.0,4
GP_4423,45.25,84.25,4
GP_4424,45.25,84.5,4
GP_4425,45.25,84.75,4
GP_4426,45.25,85.0,4
GP_4427,45.25,85.5,4
GP_4428,45.25,85.75,4
GP_4429,45.25,86.0,4
GP_443,45.75,-111.0,10
GP_4430,45.25,86.25,4
GP_4431,45.25,86.5,4
GP_4432,45.25,86.75,4
GP_4433,45.25,87.0,4
GP_4434,45.25,87.25,4
GP_4435,45.25,87.5,4
GP_4436,45.25,87.75,4
GP_4437,45.25,88.0,4
GP_4438,45.25,88.25,4
GP_4439,45.25,88.5,4
GP_444,48.25,-115.5,10
GP_4440,45.25,88.75,4
GP_4441,45.25,89.0,4
GP_4442,45.25,89.25,4
GP_4443,45.25,89.5,4
GP_4444,45.25,89.75,4
GP_4445,45.25,90.0,4
GP_4446,45.25,90.25,4
GP_4447,45.25,90.5,4
GP_4448,45.25,90.75,4
GP_4449,45.25,114.5,8
GP_445,35.25,-108.25,12
GP_4450,45.25,114.75,8
GP_4451,45.25,115.0,8
GP_4452,45.25,115.25,8
GP_4453,45.25,115.5,8
GP_4454,45.25,115.75,8
GP_4455,45.25,116.0,8
GP_4456,45.25,116.25,8
GP_4457,45.25,116.5,8
GP_4458,45.25,117.0,8
GP_4459,45.25,117.25,8
GP_446,36.5,-105.25,12
GP_4460,45.25,117.5,8
GP_4461,45.25,117.75,8
GP_4462,45.25,118.0,8
GP_4463,45.25,118.25,8
GP_4464,45.25,118.5,8
GP_4465,45.25,118.75,8
GP_4466,45.25,119.0,8
GP_4467,45.25,119.25,8
GP_4468,45.25,119.5,8
GP_4469,45.25,119.75,8
GP_447,39.5,-105.75,12
GP_4470,45.25,120.0,8
GP_4471,45.25,120.25,8
GP_4472,45.25,120.5,8
GP_4473,45.25,120.75,8
GP_4474,45.25,121.0,8
GP_4475,45.25,121.25,8
GP_4476,45.25,121.5,8
GP_4477,45.25,121.75,8
GP_4478,45.25,122.0,8
GP_4479,45.25,122.25,8
GP_448,39.75,-105.5,12
GP_4480,45.25,122.5,8
GP_4481,45.25,122.75,8
GP_4482,45.25,123.0,8
GP_4483,45.25,123.5,8
GP_4484,45.25,123.75,8
GP_4485,45.25,124.0,8
GP_4486,45.25,124.25,8
GP_4487,45.25,124.5,8
GP_4488,45.25,124.75,8
GP_4489,45.25,125.0,8
GP_449,39.5,-106.0,12
GP_4490,45.25,125.25,8
GP_4491,45.25,125.5,8
GP_4492,45.25,125.75,8
GP_4493,45.25,126.0,8
GP_4494,45.25,126.25,8
GP_4495,45.25,126.5,8
GP_4496,45.25,126.75,8
GP_4497,45.25,127.0,8
GP_4498,45.25,127.25,8
GP_4499,45.25,127.5,8
GP_45,44.5,-111.25,10
GP_450,39.0,-106.0,12
GP_4500,45.25,127.75,8
GP_4501,45.25,128.0,8
GP_4502,45.25,128.25,8
GP_4503,45.25,128.5,8
GP_4504,45.25,128.75,8
GP_4505,45.25,129.0,8
GP_4506,45.25,129.25,8
GP_4507,45.25,129.75,8
GP_4508,45.25,130.0,8
GP_4509,45.25,130.25,8
GP_451,40.75,-106.75,11
GP_4510,45.25,130.5,8
GP_4511,45.25,130.75,8
GP_4512,45.25,131.0,8
GP_4513,45.25,131.25,2
GP_4514,45.25,131.5,2
GP_4515,45.25,131.75,2
GP_4516,45.25,132.75,2
GP_4517,45.25,133.0,2
GP_4518,45.0,80.25,4
GP_4519,45.0,80.5,4
GP_452,47.0,-122.0,10
GP_4520,45.0,80.75,4
GP_4521,45.0,81.0,4
GP_4522,45.0,81.25,4
GP_4523,45.0,81.5,4
GP_4524,45.0,81.75,4
GP_4525,45.0,82.0,4
GP_4526,45.0,82.25,4
GP_4527,45.0,82.5,4
GP_4528,45.0,82.75,4
GP_4529,45.0,83.0,4
GP_453,43.5,-110.0,11
GP_4530,45.0,83.25,4
GP_4531,45.0,83.5,4
GP_4532,45.0,83.75,4
GP_4533,45.0,84.0,4
GP_4534,45.0,84.25,4
GP_4535,45.0,84.5,4
GP_4536,45.0,84.75,4
GP_4537,45.0,85.0,4
GP_4538,45.0,85.5,4
GP_4539,45.0,85.75,4
GP_454,42.25,-121.25,10
GP_4540,45.0,86.0,4
GP_4541,45.0,86.25,4
GP_4542,45.0,86.5,4
GP_4543,45.0,86.75,4
GP_4544,45.0,87.0,4
GP_4545,45.0,87.25,4
GP_4546,45.0,87.5,4
GP_4547,45.0,87.75,4
GP_4548,45.0,88.0,4
GP_4549,45.0,88.25,4
GP_455,61.0,-149.5,9
GP_4550,45.0,88.5,4
GP_4551,45.0,88.75,4
GP_4552,45.0,89.0,4
GP_4553,45.0,89.25,4
GP_4554,45.0,89.5,4
GP_4555,45.0,89.75,4
GP_4556,45.0,90.0,4
GP_4557,45.0,90.25,4
GP_4558,45.0,90.5,4
GP_4559,45.0,90.75,4
GP_456,65.0,-146.75,9
GP_4560,45.0,91.0,4
GP_4561,45.0,91.25,4
GP_4562,45.0,91.75,4
GP_4563,45.0,92.0,4
GP_4564,45.0,92.25,4
GP_4565,45.0,92.5,4
GP_4566,45.0,92.75,4
GP_4567,45.0,93.0,4
GP_4568,45.0,93.25,4
GP_4569,45.0,112.0,8
GP_457,65.25,-146.25,9
GP_4570,45.0,112.25,8
GP_4571,45.0,112.5,8
GP_4572,45.0,114.25,8
GP_4573,45.0,114.5,8
GP_4574,45.0,114.75,8
GP_4575,45.0,115.0,8
GP_4576,45.0,115.25,8
GP_4577,45.0,115.5,8
GP_4578,45.0,115.75,8
GP_4579,45.0,116.0,8
GP_458,65.0,-145.75,9
GP_4580,45.0,116.25,8
GP_4581,45.0,116.5,8
GP_4582,45.0,117.0,8
GP_4583,45.0,117.25,8
GP_4584,45.0,117.5,8
GP_4585,45.0,117.75,8
GP_4586,45.0,118.0,8
GP_4587,45.0,118.25,8
GP_4588,45.0,118.5,8
GP_4589,45.0,118.75,8
GP_459,64.75,-146.25,9
GP_4590,45.0,119.0,8
GP_4591,45.0,119.25,8
GP_4592,45.0,119.5,8
GP_4593,45.0,119.75,8
GP_4594,45.0,120.0,8
GP_4595,45.0,120.25,8
GP_4596,45.0,120.5,8
GP_4597,45.0,120.75,8
GP_4598,45.0,121.0,8
GP_4599,45.0,121.25,8
GP_46,38.75,-111.5,10
GP_460,65.0,-145.5,9
GP_4600,45.0,121.5,8
GP_4601,45.0,121.75,8
GP_4602,45.0,122.0,8
GP_4603,45.0,122.25,8
GP_4604,45.0,122.5,8
GP_4605,45.0,122.75,8
GP_4606,45.0,123.0,8
GP_4607,45.0,123.5,8
GP_4608,45.0,123.75,8
GP_4609,45.0,124.0,8
GP_461,65.0,-145.0,9
GP_4610,45.0,124.25,8
GP_4611,45.0,124.5,8
GP_4612,45.0,124.75,8
GP_4613,45.0,125.0,8
GP_4614,45.0,125.25,8
GP_4615,45.0,125.5,8
GP_4616,45.0,125.75,8
GP_4617,45.0,126.0,8
GP_4618,45.0,126.25,8
GP_4619,45.0,126.5,8
GP_462,61.5,-149.0,9
GP_4620,45.0,126.75,8
GP_4621,45.0,127.0,8
GP_4622,45.0,127.25,8
GP_4623,45.0,127.5,8
GP_4624,45.0,127.75,8
GP_4625,45.0,128.0,8
GP_4626,45.0,128.25,8
GP_4627,45.0,128.5,8
GP_4628,45.0,128.75,8
GP_4629,45.0,129.0,8
GP_463,60.75,-149.25,9
GP_4630,45.0,129.25,8
GP_4631,45.0,129.75,8
GP_4632,45.0,130.0,8
GP_4633,45.0,130.25,8
GP_4634,45.0,130.5,8
GP_4635,45.0,130.75,8
GP_4636,45.0,131.0,8
GP_4637,45.0,131.25,2
GP_4638,44.75,80.5,4
GP_4639,44.75,80.75,4
GP_464,60.5,-149.5,9
GP_4640,44.75,81.0,4
GP_4641,44.75,81.25,4
GP_4642,44.75,81.5,4
GP_4643,44.75,81.75,4
GP_4644,44.75,82.0,4
GP_4645,44.75,82.25,4
GP_4646,44.75,82.5,4
GP_4647,44.75,82.75,4
GP_4648,44.75,83.0,4
GP_4649,44.75,83.25,4
GP_465,60.5,-149.0,9
GP_4650,44.75,83.5,4
GP_4651,44.75,83.75,4
GP_4652,44.75,84.0,4
GP_4653,44.75,84.25,4
GP_4654,44.75,84.5,4
GP_4655,44.75,84.75,4
GP_4656,44.75,85.0,4
GP_4657,44.75,85.5,4
GP_4658,44.75,85.75,4
GP_4659,44.75,86.0,4
GP_466,67.25,-150.25,9
GP_4660,44.75,86.25,4
GP_4661,44.75,86.5,4
GP_4662,44.75,86.75,4
GP_4663,44.75,87.0,4
GP_4664,44.75,87.25,4
GP_4665,44.75,87.5,4
GP_4666,44.75,87.75,4
GP_4667,44.75,88.0,4
GP_4668,44.75,88.25,4
GP_4669,44.75,88.5,4
GP_467,60.5,-149.75,9
GP_4670,44.75,88.75,4
GP_4671,44.75,89.0,4
GP_4672,44.75,89.25,4
GP_4673,44.75,89.5,4
GP_4674,44.75,89.75,4
GP_4675,44.75,90.0,4
GP_4676,44.75,90.25,4
GP_4677,44.75,90.5,4
GP_4678,44.75,90.75,4
GP_4679,44.75,91.0,4
GP_468,64.0,-145.5,9
GP_4680,44.75,91.25,4
GP_4681,44.75,91.75,4
GP_4682,44.75,92.0,4
GP_4683,44.75,92.25,4
GP_4684,44.75,92.5,4
GP_4685,44.75,92.75,4
GP_4686,44.75,93.0,4
GP_4687,44.75,93.25,4
GP_4688,44.75,93.5,4
GP_4689,44.75,93.75,4
GP_469,60.25,-149.25,9
GP_4690,44.75,94.0,4
GP_4691,44.75,111.75,6
GP_4692,44.75,112.0,6
GP_4693,44.75,112.25,6
GP_4694,44.75,112.5,6
GP_4695,44.75,112.75,6
GP_4696,44.75,113.0,6
GP_4697,44.75,113.25,6
GP_4698,44.75,113.5,6
GP_4699,44.75,113.75,6
GP_47,46.5,-113.5,10
GP_470,60.75,-150.5,9
GP_4700,44.75,114.0,8
GP_4701,44.75,114.25,8
GP_4702,44.75,114.5,8
GP_4703,44.75,114.75,8
GP_4704,44.75,115.0,8
GP_4705,44.75,115.25,8
GP_4706,44.75,115.5,8
GP_4707,44.75,115.75,8
GP_4708,44.75,116.0,8
GP_4709,44.75,116.25,8
GP_471,62.25,-150.0,9
GP_4710,44.75,116.5,8
GP_4711,44.75,117.0,8
GP_4712,44.75,117.25,8
GP_4713,44.75,117.5,8
GP_4714,44.75,117.75,8
GP_4715,44.75,118.0,8
GP_4716,44.75,118.25,8
GP_4717,44.75,118.5,8
GP_4718,44.75,118.75,8
GP_4719,44.75,119.0,8
GP_472,34.75,-111.5,10
GP_4720,44.75,119.25,8
GP_4721,44.75,119.5,8
GP_4722,44.75,119.75,8
GP_4723,44.75,120.0,8
GP_4724,44.75,120.25,8
GP_4725,44.75,120.5,8
GP_4726,44.75,120.75,8
GP_4727,44.75,121.0,8
GP_4728,44.75,121.25,8
GP_4729,44.75,121.5,8
GP_473,48.0,-123.5,10
GP_4730,44.75,121.75,8
GP_4731,44.75,122.0,8
GP_4732,44.75,122.25,8
GP_4733,44.75,122.5,8
GP_4734,44.75,122.75,8
GP_4735,44.75,123.0,8
GP_4736,44.75,123.5,8
GP_4737,44.75,123.75,8
GP_4738,44.75,124.0,8
GP_4739,44.75,124.25,8
GP_474,42.0,-120.75,10
GP_4740,44.75,124.5,8
GP_4741,44.75,124.75,8
GP_4742,44.75,125.0,8
GP_4743,44.75,125.25,8
GP_4744,44.75,125.5,8
GP_4745,44.75,125.75,8
GP_4746,44.75,126.0,8
GP_4747,44.75,126.25,8
GP_4748,44.75,126.5,8
GP_4749,44.75,126.75,8
GP_475,43.75,-116.0,10
GP_4750,44.75,127.0,8
GP_4751,44.75,127.25,8
GP_4752,44.75,127.5,8
GP_4753,44.75,127.75,8
GP_4754,44.75,128.0,8
GP_4755,44.75,128.25,8
GP_4756,44.75,128.5,8
GP_4757,44.75,128.75,8
GP_4758,44.75,129.0,8
GP_4759,44.75,129.25,8
GP_476,44.5,-116.25,10
GP_4760,44.75,129.75,8
GP_4761,44.75,130.0,8
GP_4762,44.75,130.25,8
GP_4763,44.75,130.5,8
GP_4764,44.75,130.75,8
GP_4765,44.75,131.0,8
GP_4766,44.5,80.5,4
GP_4767,44.5,80.75,4
GP_4768,44.5,81.0,4
GP_4769,44.5,81.25,4
GP_477,45.25,-109.5,11
GP_4770,44.5,81.5,4
GP_4771,44.5,81.75,4
GP_4772,44.5,82.0,4
GP_4773,44.5,82.25,4
GP_4774,44.5,82.5,4
GP_4775,44.5,82.75,4
GP_4776,44.5,83.0,4
GP_4777,44.5,83.25,4
GP_4778,44.5,83.5,4
GP_4779,44.5,83.75,4
GP_478,44.5,-104.5,11
GP_4780,44.5,84.0,4
GP_4781,44.5,84.25,4
GP_4782,44.5,84.5,4
GP_4783,44.5,84.75,4
GP_4784,44.5,85.0,4
GP_4785,44.5,85.5,4
GP_4786,44.5,85.75,4
GP_4787,44.5,86.0,4
GP_4788,44.5,86.25,4
GP_4789,44.5,86.5,4
GP_479,38.0,-111.75,10
GP_4790,44.5,86.75,4
GP_4791,44.5,87.0,4
GP_4792,44.5,87.25,4
GP_4793,44.5,87.5,4
GP_4794,44.5,87.75,4
GP_4795,44.5,88.0,4
GP_4796,44.5,88.25,4
GP_4797,44.5,88.5,4
GP_4798,44.5,88.75,4
GP_4799,44.5,89.0,4
GP_48,44.5,-109.75,11
GP_480,46.25,-117.5,10
GP_4800,44.5,89.25,4
GP_4801,44.5,89.5,4
GP_4802,44.5,89.75,4
GP_4803,44.5,90.0,4
GP_4804,44.5,90.25,4
GP_4805,44.5,90.5,4
GP_4806,44.5,90.75,4
GP_4807,44.5,91.0,4
GP_4808,44.5,91.25,4
GP_4809,44.5,91.75,4
GP_481,59.5,-151.5,9
GP_4810,44.5,92.0,4
GP_4811,44.5,92.25,4
GP_4812,44.5,92.5,4
GP_4813,44.5,92.75,4
GP_4814,44.5,93.0,4
GP_4815,44.5,93.25,4
GP_4816,44.5,93.5,4
GP_4817,44.5,93.75,4
GP_4818,44.5,94.0,4
GP_4819,44.5,94.25,4
GP_482,49.0,-116.75,10
GP_4820,44.5,94.5,4
GP_4821,44.5,111.75,6
GP_4822,44.5,112.0,6
GP_4823,44.5,112.25,6
GP_4824,44.5,112.5,6
GP_4825,44.5,112.75,6
GP_4826,44.5,113.0,6
GP_4827,44.5,113.25,6
GP_4828,44.5,113.5,6
GP_4829,44.5,113.75,6
GP_483,46.75,-116.75,10
GP_4830,44.5,114.0,8
GP_4831,44.5,114.25,8
GP_4832,44.5,114.5,8
GP_4833,44.5,114.75,8
GP_4834,44.5,115.0,8
GP_4835,44.5,115.25,8
GP_4836,44.5,115.5,8
GP_4837,44.5,115.75,8
GP_4838,44.5,116.0,8
GP_4839,44.5,116.25,8
GP_484,49.0,-121.25,10
GP_4840,44.5,116.5,8
GP_4841,44.5,117.0,8
GP_4842,44.5,117.25,8
GP_4843,44.5,117.5,8
GP_4844,44.5,117.75,8
GP_4845,44.5,118.0,8
GP_4846,44.5,118.25,8
GP_4847,44.5,118.5,8
GP_4848,44.5,118.75,8
GP_4849,44.5,119.0,8
GP_485,41.0,-110.75,10
GP_4850,44.5,119.25,8
GP_4851,44.5,119.5,8
GP_4852,44.5,119.75,8
GP_4853,44.5,120.0,8
GP_4854,44.5,120.25,8
GP_4855,44.5,120.5,8
GP_4856,44.5,120.75,8
GP_4857,44.5,121.0,8
GP_4858,44.5,121.25,8
GP_4859,44.5,121.5,8
GP_486,48.75,-121.5,10
GP_4860,44.5,121.75,8
GP_4861,44.5,122.0,8
GP_4862,44.5,122.25,8
GP_4863,44.5,122.5,8
GP_4864,44.5,122.75,8
GP_4865,44.5,123.0,8
GP_4866,44.5,123.5,8
GP_4867,44.5,123.75,8
GP_4868,44.5,124.0,8
GP_4869,44.5,124.25,8
GP_487,58.25,-133.75,9
GP_4870,44.5,124.5,8
GP_4871,44.5,124.75,8
GP_4872,44.5,125.0,8
GP_4873,44.5,125.25,8
GP_4874,44.5,125.5,8
GP_4875,44.5,125.75,8
GP_4876,44.5,126.0,8
GP_4877,44.5,126.25,8
GP_4878,44.5,126.5,8
GP_4879,44.5,126.75,8
GP_488,59.75,-151.25,9
GP_4880,44.5,127.0,8
GP_4881,44.5,127.25,8
GP_4882,44.5,127.5,8
GP_4883,44.5,127.75,8
GP_4884,44.5,128.0,8
GP_4885,44.5,128.25,8
GP_4886,44.5,128.5,8
GP_4887,44.5,128.75,8
GP_4888,44.5,129.0,8
GP_4889,44.5,129.25,8
GP_489,37.5,-105.25,12
GP_4890,44.5,129.75,8
GP_4891,44.5,130.0,8
GP_4892,44.5,130.25,8
GP_4893,44.5,130.5,8
GP_4894,44.5,130.75,8
GP_4895,44.5,131.0,8
GP_4896,44.25,80.5,4
GP_4897,44.25,80.75,4
GP_4898,44.25,81.0,4
GP_4899,44.25,81.25,4
GP_49,45.5,-121.75,10
GP_490,40.25,-116.75,10
GP_4900,44.25,81.5,4
GP_4901,44.25,81.75,4
GP_4902,44.25,82.0,4
GP_4903,44.25,82.25,4
GP_4904,44.25,82.5,4
GP_4905,44.25,82.75,4
GP_4906,44.25,83.0,4
GP_4907,44.25,83.25,4
GP_4908,44.25,83.5,4
GP_4909,44.25,83.75,4
GP_491,47.0,-110.75,10
GP_4910,44.25,84.0,4
GP_4911,44.25,84.25,4
GP_4912,44.25,84.5,4
GP_4913,44.25,84.75,4
GP_4914,44.25,85.0,4
GP_4915,44.25,85.5,4
GP_4916,44.25,85.75,4
GP_4917,44.25,86.0,4
GP_4918,44.25,86.25,4
GP_4919,44.25,86.5,4
GP_492,47.0,-111.0,10
GP_4920,44.25,86.75,4
GP_4921,44.25,87.0,4
GP_4922,44.25,87.25,4
GP_4923,44.25,87.5,4
GP_4924,44.25,87.75,4
GP_4925,44.25,88.0,4
GP_4926,44.25,88.25,4
GP_4927,44.25,88.5,4
GP_4928,44.25,88.75,4
GP_4929,44.25,89.0,4
GP_493,42.75,-121.0,10
GP_4930,44.25,89.25,4
GP_4931,44.25,89.5,4
GP_4932,44.25,89.75,4
GP_4933,44.25,90.0,4
GP_4934,44.25,90.25,4
GP_4935,44.25,90.5,4
GP_4936,44.25,90.75,4
GP_4937,44.25,91.0,4
GP_4938,44.25,91.25,4
GP_4939,44.25,91.75,4
GP_494,41.5,-107.25,11
GP_4940,44.25,92.0,4
GP_4941,44.25,92.25,4
GP_4942,44.25,92.5,4
GP_4943,44.25,92.75,4
GP_4944,44.25,93.0,4
GP_4945,44.25,93.25,4
GP_4946,44.25,93.5,4
GP_4947,44.25,93.75,4
GP_4948,44.25,94.0,4
GP_4949,44.25,94.25,4
GP_495,44.75,-116.0,10
GP_4950,44.25,94.5,4
GP_4951,44.25,94.75,4
GP_4952,44.25,95.0,4
GP_4953,44.25,95.25,4
GP_4954,44.25,111.75,6
GP_4955,44.25,112.0,6
GP_4956,44.25,112.25,6
GP_4957,44.25,112.5,6
GP_4958,44.25,112.75,6
GP_4959,44.25,113.0,6
GP_496,40.75,-106.5,11
GP_4960,44.25,113.25,6
GP_4961,44.25,113.5,6
GP_4962,44.25,113.75,6
GP_4963,44.25,114.0,8
GP_4964,44.25,114.25,8
GP_4965,44.25,114.5,8
GP_4966,44.25,114.75,8
GP_4967,44.25,115.0,8
GP_4968,44.25,115.25,8
GP_4969,44.25,115.5,8
GP_497,33.5,-105.75,12
GP_4970,44.25,115.75,8
GP_4971,44.25,116.0,8
GP_4972,44.25,116.25,8
GP_4973,44.25,116.5,8
GP_4974,44.25,117.0,8
GP_4975,44.25,117.25,8
GP_4976,44.25,117.5,8
GP_4977,44.25,117.75,8
GP_4978,44.25,118.0,8
GP_4979,44.25,118.25,8
GP_498,40.25,-111.5,10
